ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_trigger_score,buy_trigger_state,buy_opportunity_type,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_p_acceptance_1d,buy_p_fail_fast_3d,buy_breakout_quality,buy_volume_state,buy_volume_pattern,buy_position_state,buy_trend_truth_score,buy_readiness_score,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_trigger_score,sell_trigger_state,sell_opportunity_type,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_p_acceptance_1d,sell_p_fail_fast_3d,sell_breakout_quality,sell_volume_state,sell_volume_pattern,sell_position_state,sell_trend_truth_score,sell_readiness_score,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,new_trigger_filter,mismatch_type
300383.SZ,光环新网,2025-07-18,2025-07-21,3,200,15.67,15.32,-70.0,-0.0223,defense_first,stand_aside,exit_on_invalidation,100,88,watch,reject,67,0.1012,0.8536,0.0508,0.8466,invalid,contract,neutral,rising,78.54217647647737,56.60797095925298,显著强于基准,-14.276,0.0,defense_first,stand_aside,exit_on_invalidation,100,90,watch,reject,68,0.886,0.082,0.6691,0.0978,invalid,contract,neutral,rising,77.36924663088304,58.02763550592915,略强于基准,109.232,0.0,True,False,False,False,True,True,other
002444.SZ,巨星科技,2025-07-15,2025-07-21,6,100,32.32,30.71,-161.0,-0.0498,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,71,0.9519,0.0535,0.9452,0.0798,suspicious,neutral,gentle_expand,high_zone,93.75143018624856,67.16423160301784,显著强于基准,119.402,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,56,0.9773,0.0542,0.8788,0.0339,suspicious,neutral,neutral,rising,89.34160105890884,61.99573793182225,与基准大体同步,139.696,0.0,True,False,False,True,False,True,other
600111.SH,北方稀土,2025-07-21,2025-07-23,2,100,35.01,34.95,-6.0,-0.0017,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.9021,0.154,0.0842,0.096,valid,expand,neutral,high_zone,99.2607847081945,75.85469961455222,显著强于基准,122.45,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.8761,0.8759,0.7479,0.0928,valid,neutral,gentle_expand,rising,100.0,70.57281123160797,显著强于基准,117.042,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
002080.SZ,中材科技,2025-07-22,2025-07-23,1,100,28.14,27.79,-35.0,-0.0124,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,66,0.1841,0.069,0.0405,0.0519,valid,expand,gentle_expand,rising,100.0,68.5174818503069,显著强于基准,49.296,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,67,0.5851,0.0595,0.1544,0.0513,valid,neutral,neutral,rising,97.945035877266,68.76982592030248,显著强于基准,88.432,0.0,True,False,False,True,False,True,other
600967.SH,内蒙一机,2025-07-22,2025-07-23,1,200,19.82,19.13,-138.0,-0.0348,defense_first,stand_aside,exit_on_invalidation,100,92,watch,observe,71,0.9759,0.0187,0.0594,0.7818,suspicious,expand,neutral,rising,67.90376574181025,55.21084468579981,显著强于基准,75.282,0.0,defense_first,stand_aside,exit_on_invalidation,100,70,watch,reject,72,0.8661,0.0398,0.1077,0.6252,invalid,neutral,neutral,rising,72.84705048743355,53.88663510794278,显著强于基准,60.598,0.0,True,False,False,False,True,True,other
000425.SZ,徐工机械,2025-07-23,2025-07-24,1,400,8.73,8.76,12.0,0.0034,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,83,100,watch,observe,57,0.0765,0.1188,0.9063,0.0811,suspicious,expand,neutral,rising,65.34607267898696,63.743330631461376,略强于基准,38.134,0.0,defense_first,stand_aside,exit_on_invalidation,84,90,watch,reject,67,0.5632,0.0803,0.8663,0.0952,invalid,neutral,gentle_expand,rising,73.2778231816126,59.67840255613902,略强于基准,70.908,0.0,False,False,False,False,True,True,other
000932.SZ,华菱钢铁,2025-07-23,2025-07-24,1,700,5.73,5.73,0.0,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,64,0.9741,0.0358,0.9358,0.0516,valid,expand,neutral,rising,74.76073915068957,58.48799842483196,显著强于基准,130.314,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,reject,67,0.917,0.0872,0.921,0.0397,invalid,contract,neutral,rising,76.76241056739599,60.99460196905517,显著强于基准,122.318,0.0,False,True,False,False,True,True,other
000877.SZ,天山股份,2025-07-23,2025-07-24,1,700,5.69,5.77,56.0,0.0141,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.0462,0.8831,0.8782,0.919,suspicious,expand,neutral,rising,77.17287869652701,75.94557075217055,显著强于基准,-15.52,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,65,0.2291,0.5191,0.7482,0.3571,suspicious,expand,neutral,rising,83.84126710974655,70.89438034083523,显著强于基准,36.484,0.0,False,False,False,True,False,True,other
600392.SH,盛和资源,2025-07-24,2025-07-25,1,200,20.93,21.93,200.0,0.0478,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,69,0.774,0.1328,0.7761,0.081,suspicious,neutral,gentle_expand,rising,100.0,72.2736896752194,显著强于基准,103.54,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.2451,0.7102,0.5253,0.3297,suspicious,neutral,gentle_expand,high_zone,100.0,79.51838571792021,显著强于基准,36.728,0.0,False,True,False,False,True,True,other
600875.SH,东方电气,2025-07-24,2025-07-25,1,100,23.25,20.93,-232.0,-0.0998,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,64,0.0974,0.865,0.1411,0.9255,suspicious,expand,impulsive_spike,rising,90.0,80.91491936293752,显著强于基准,-9.79,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,69,0.1302,0.7309,0.3337,0.771,suspicious,expand,impulsive_spike,rising,90.0,74.36631373455002,显著强于基准,-2.24,0.0,True,False,False,False,True,True,other
600010.SH,包钢股份,2025-07-25,2025-07-28,3,1700,2.48,2.5,34.0,0.0081,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.9058,0.107,0.9176,0.0579,valid,expand,neutral,rising,96.52692875183125,71.24090255345897,显著强于基准,125.106,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.7107,0.6896,0.2385,0.4438,valid,neutral,gentle_expand,rising,100.0,67.9046931880946,显著强于基准,82.442,0.0,False,True,False,False,True,True,other
600111.SH,北方稀土,2025-07-25,2025-07-28,3,100,38.18,39.94,176.0,0.0461,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.8693,0.9671,0.8159,0.1385,valid,neutral,gentle_expand,rising,100.0,69.84187721047506,显著强于基准,116.62,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,62,0.2767,0.9675,0.1309,0.9564,valid,neutral,gentle_expand,high_zone,100.0,77.98064382643102,显著强于基准,8.286,0.0,False,False,False,False,True,True,other
002466.SZ,天齐锂业,2025-07-28,2025-07-29,1,100,40.79,40.35,-44.0,-0.0108,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.0591,0.9521,0.0862,0.9437,suspicious,neutral,neutral,rising,88.78582636782812,64.35150048715067,显著强于基准,-11.712,0.0,defense_first,stand_aside,exit_on_invalidation,100,98,watch,observe,61,0.5574,0.5211,0.1316,0.7353,suspicious,contract,neutral,rising,90.4545684155904,62.317833706976984,显著强于基准,49.522,0.0,True,False,False,False,True,True,other
600549.SH,厦门钨业,2025-07-28,2025-07-30,2,100,25.14,24.0,-114.0,-0.0453,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.0492,0.9304,0.0627,0.8916,suspicious,neutral,gentle_expand,high_zone,87.02846066320916,64.38344128785158,显著强于基准,-9.576,0.0,defense_first,stand_aside,exit_on_invalidation,85,93,watch,reject,66,0.7898,0.4306,0.5686,0.3786,invalid,neutral,neutral,rising,80.85320369953064,61.24426896228776,略强于基准,79.664,0.0,True,False,False,False,True,True,other
601696.SH,中银证券,2025-07-30,2025-07-31,1,200,16.13,15.14,-198.0,-0.0614,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.1106,0.889,0.1987,0.9097,suspicious,neutral,neutral,rising,100.0,68.92831905627233,显著强于基准,-11.522,0.0,defense_first,stand_aside,exit_on_invalidation,100,99,watch,observe,69,0.8137,0.398,0.1625,0.582,suspicious,neutral,neutral,rising,100.0,65.32294947559873,显著强于基准,76.9,0.0,True,False,False,False,True,True,other
000776.SZ,广发证券,2025-07-25,2025-07-31,6,200,19.93,19.11,-164.0,-0.0411,defense_first,stand_aside,exit_on_invalidation,100,67,watch,reject,60,0.0547,0.0831,0.8581,0.1156,suspicious,contract,neutral,high_zone,61.51744884433221,48.45935760743677,显著强于基准,20.384,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,86,watch,observe,59,0.8641,0.0565,0.9162,0.0577,suspicious,expand,neutral,rising,70.50028307544825,57.00866798185153,与基准大体同步,116.248,0.0,True,False,False,True,False,True,other
601138.SH,工业富联,2025-07-30,2025-08-01,2,100,33.12,32.84,36.0,-0.0085,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,64,0.9194,0.0844,0.8781,0.1164,valid,neutral,gentle_expand,high_zone,91.4347251291912,66.9701823855586,显著强于基准,120.956,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.8577,0.5966,0.1376,0.332,suspicious,neutral,neutral,rising,97.59873158005618,67.113458530228,显著强于基准,99.85,0.0,False,True,False,False,True,True,other
600111.SH,北方稀土,2025-07-29,2025-08-01,3,100,39.47,36.0,-347.0,-0.0879,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.1295,0.9693,0.0458,0.9412,suspicious,contract,neutral,high_zone,100.0,66.63368431323218,显著强于基准,-5.522,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,95,watch,observe,61,0.9051,0.0842,0.8148,0.0563,suspicious,neutral,neutral,rising,100.0,66.37420311467257,与基准大体同步,123.382,0.0,True,False,False,True,False,True,other
600010.SH,包钢股份,2025-07-31,2025-08-01,1,1500,2.68,2.53,-225.0,-0.056,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.1017,0.8982,0.0848,0.8537,valid,neutral,neutral,rising,100.0,69.34539163296513,显著强于基准,-7.052,0.0,defense_first,stand_aside,exit_on_invalidation,100,89,watch,reject,79,0.5588,0.1702,0.1055,0.567,invalid,neutral,neutral,rising,100.0,65.25231113862723,显著强于基准,36.81,0.0,True,False,False,False,True,True,other
600183.SH,生益科技,2025-08-01,2025-08-04,3,100,40.76,40.93,17.0,0.0042,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,55,0.918,0.079,0.1386,0.042,valid,neutral,neutral,rising,87.22650933605426,63.11548311604693,显著强于基准,134.28,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,54,0.8673,0.1121,0.8056,0.0482,valid,neutral,neutral,rising,81.77453581278098,64.08352375975394,略强于基准,129.838,0.0,False,True,False,True,False,True,other
002837.SZ,英维克,2025-08-01,2025-08-04,3,100,41.13,41.91,78.0,0.019,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,64,0.8833,0.2238,0.0772,0.0948,valid,expand,impulsive_spike,rising,77.0742456024657,69.9667475932401,显著强于基准,118.642,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,63,0.8353,0.2218,0.2752,0.0369,valid,expand,neutral,high_zone,99.74144381910331,75.70458412305989,显著强于基准,118.316,0.0,False,True,False,False,True,True,other
600588.SH,用友网络,2025-08-01,2025-08-04,3,200,15.81,15.99,36.0,0.0114,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,58,0.1259,0.9406,0.0598,0.1385,valid,expand,neutral,rising,69.93559465549494,62.59102785460664,显著强于基准,46.28,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,58,0.3006,0.8403,0.0527,0.5227,valid,neutral,gentle_expand,high_zone,79.88586877601185,63.51460136183368,显著强于基准,40.698,0.0,False,False,False,False,True,True,other
002837.SZ,英维克,2025-08-05,2025-08-06,1,100,41.01,42.87,186.0,0.0454,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.9676,0.0743,0.8692,0.078,valid,neutral,neutral,rising,100.0,71.06855841746047,显著强于基准,130.08,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.9012,0.281,0.6279,0.1829,valid,neutral,neutral,rising,100.0,72.8161315006591,显著强于基准,117.146,0.0,False,True,False,False,True,True,other
600588.SH,用友网络,2025-08-05,2025-08-06,1,200,15.74,15.57,-34.0,-0.0108,defense_first,stand_aside,exit_on_invalidation,100,91,watch,observe,58,0.8847,0.8858,0.1596,0.7219,suspicious,contract,neutral,rising,74.15153427775488,54.69666601784927,显著强于基准,82.206,0.0,defense_first,stand_aside,exit_on_invalidation,100,95,watch,observe,58,0.6352,0.5952,0.1046,0.5219,suspicious,contract,neutral,rising,75.295432635051,56.820551918392454,显著强于基准,71.456,0.0,True,False,False,False,True,True,other
601138.SH,工业富联,2025-08-06,2025-08-07,1,100,34.18,35.6,142.0,0.0415,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,94,watch,observe,56,0.9193,0.0928,0.8759,0.0429,suspicious,contract,neutral,rising,96.54595529497684,65.98890161277127,显著强于基准,130.056,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,55,0.9169,0.4691,0.6173,0.0944,valid,expand,gentle_expand,rising,97.79235004723506,66.71190145797289,略强于基准,131.026,0.0,False,True,False,True,False,True,other
600895.SH,张江高科,2025-08-08,2025-08-11,3,100,34.77,34.6,-17.0,-0.0049,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,61,0.9309,0.0498,0.9549,0.0225,suspicious,neutral,neutral,rising,91.1560092678868,63.69886700998467,显著强于基准,130.74,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,60,0.6773,0.0751,0.6684,0.0164,valid,contract,gentle_expand,rising,98.16848066473918,69.31639882866608,显著强于基准,106.746,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
002414.SZ,高德红外,2025-08-08,2025-08-11,3,300,13.2,13.12,-24.0,-0.0061,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,58,0.0538,0.9378,0.8786,0.9196,valid,neutral,neutral,rising,84.15154315450239,62.48439143176027,显著强于基准,-7.796,0.0,defense_first,stand_aside,exit_on_invalidation,100,99,watch,observe,58,0.1744,0.7904,0.2827,0.7378,suspicious,contract,gentle_expand,rising,95.36254152823919,63.49874565058282,显著强于基准,14.622,0.0,True,False,False,False,True,True,other
600021.SH,上海电力,2025-08-11,2025-08-12,1,400,10.5,10.91,164.0,0.039,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,98,watch,observe,62,0.9348,0.0277,0.9208,0.0446,suspicious,neutral,neutral,rising,71.39595037830426,58.03621573880297,显著强于基准,127.704,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.6048,0.1203,0.1904,0.2482,valid,neutral,gentle_expand,high_zone,81.46893343588508,65.69496917602586,显著强于基准,83.588,0.0,False,True,False,True,False,True,other
002558.SZ,巨人网络,2025-08-06,2025-08-12,6,100,28.07,28.45,38.0,0.0135,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,97,100,watch,observe,65,0.9728,0.0781,0.8349,0.1076,suspicious,neutral,gentle_expand,transition,70.42922631759983,58.95791585334092,略强于基准,124.474,0.0,defense_first,stand_aside,exit_on_invalidation,87,90,watch,reject,71,0.9762,0.0508,0.8063,0.1207,invalid,neutral,neutral,rising,87.84159269597578,60.812212321852954,略强于基准,108.028,0.0,False,True,False,False,True,True,other
600143.SH,金发科技,2025-08-12,2025-08-13,1,200,14.76,15.19,86.0,0.0291,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.9131,0.2,0.8148,0.2599,valid,expand,neutral,rising,83.1627986070977,63.48413470203496,显著强于基准,113.716,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.3895,0.8353,0.1922,0.5964,valid,expand,gentle_expand,high_zone,90.78938626305269,68.22976969718256,显著强于基准,42.166,0.0,False,True,False,False,True,True,other
002008.SZ,大族激光,2025-08-12,2025-08-15,3,100,34.99,34.3,-69.0,-0.0197,defense_first,stand_aside,exit_on_invalidation,100,100,watch,reject,62,0.9252,0.8948,0.8983,0.1578,valid,expand,distribution,high_zone,70.70522012981559,55.221781327069664,显著强于基准,121.052,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,61,0.9262,0.4719,0.6576,0.1912,suspicious,contract,neutral,rising,100.0,66.52267488934994,显著强于基准,120.148,0.0,True,False,False,True,False,True,other
603993.SH,洛阳钼业,2025-08-15,2025-08-19,4,300,11.12,10.83,-87.0,-0.0261,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.8094,0.1198,0.0499,0.8631,valid,expand,gentle_expand,high_zone,84.95156667479029,65.69606232841764,显著强于基准,68.154,0.0,defense_first,stand_aside,exit_on_invalidation,100,85,watch,reject,66,0.6098,0.018,0.7227,0.1643,invalid,neutral,gentle_expand,rising,90.5318669093974,61.988081684754725,显著强于基准,76.872,0.0,True,False,False,False,True,True,other
600208.SH,衢州发展,2025-08-18,2025-08-19,1,700,5.31,5.52,147.0,0.0395,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.0772,0.9583,0.0239,0.9196,valid,expand,neutral,rising,100.0,77.37683157146257,显著强于基准,-9.456,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.2253,0.8815,0.1462,0.7042,valid,expand,neutral,rising,100.0,73.32779920265452,显著强于基准,19.278,0.0,False,False,False,False,True,True,other
002939.SZ,长城证券,2025-08-19,2025-08-21,2,300,13.76,11.97,-537.0,-0.1301,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,64,0.0984,0.9223,0.017,0.8348,valid,expand,neutral,high_zone,100.0,82.00310786325508,显著强于基准,-4.248,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,69,0.6211,0.5596,0.1985,0.6512,suspicious,neutral,neutral,rising,100.0,70.92807942421337,显著强于基准,54.038,0.0,True,False,False,False,True,True,other
002600.SZ,领益智造,2025-08-20,2025-08-22,2,300,13.06,12.24,-246.0,-0.0628,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.0929,0.8806,0.0179,0.9195,valid,expand,impulsive_spike,high_zone,85.74258358331912,72.5867940841006,显著强于基准,-7.88,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.1244,0.6545,0.5577,0.3436,suspicious,contract,gentle_expand,rising,100.0,73.38091190011528,显著强于基准,26.824,0.0,True,False,False,False,True,True,other
002241.SZ,歌尔股份,2025-08-19,2025-08-25,6,100,28.24,30.88,264.0,0.0935,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,94,watch,observe,65,0.9217,0.1423,0.8775,0.0476,suspicious,neutral,neutral,high_zone,81.95839013068657,59.63716091346177,显著强于基准,121.014,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,63,0.4173,0.6924,0.1922,0.0971,valid,neutral,gentle_expand,rising,100.0,68.2292421068363,显著强于基准,72.904,0.0,False,True,False,False,True,True,other
601633.SH,长城汽车,2025-08-22,2025-08-28,6,100,25.89,25.49,-40.0,-0.0154,defense_first,stand_aside,exit_on_invalidation,100,79,watch,reject,54,0.8761,0.0209,0.1197,0.0234,valid,contract,neutral,high_zone,61.80942025463405,47.044169549736544,略强于基准,120.656,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,56,0.8089,0.0214,0.8968,0.0178,suspicious,neutral,neutral,rising,70.86014952041062,58.4450780388089,与基准大体同步,123.822,0.0,True,False,False,True,False,True,other
002050.SZ,三花智控,2025-08-22,2025-08-28,6,100,30.87,31.61,74.0,0.024,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,53,0.1293,0.0303,0.8954,0.0274,valid,contract,gentle_expand,high_zone,83.12267389560336,63.95825273319698,略强于基准,58.286,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,53,0.2264,0.3435,0.7466,0.0439,valid,neutral,gentle_expand,high_zone,87.41025044240604,74.12045021663964,与基准大体同步,67.006,0.0,False,False,False,False,True,True,other
002241.SZ,歌尔股份,2025-08-27,2025-08-28,1,100,34.54,34.73,19.0,0.0055,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.1279,0.8647,0.078,0.0476,valid,expand,gentle_expand,rising,100.0,69.92750773819579,显著强于基准,44.934,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.0727,0.8408,0.1003,0.2848,suspicious,neutral,gentle_expand,high_zone,100.0,72.40548864065158,显著强于基准,25.182,0.0,False,False,False,False,True,True,other
600160.SH,巨化股份,2025-08-27,2025-08-28,1,100,36.19,36.15,-4.0,-0.0011,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,55,0.051,0.1283,0.0265,0.07,valid,neutral,gentle_expand,rising,96.47682258306924,65.82321247338444,显著强于基准,45.9,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,54,0.0367,0.7977,0.5134,0.089,valid,neutral,gentle_expand,high_zone,100.0,73.13371283643775,显著强于基准,44.33,0.0,True,False,False,False,True,True,other
600021.SH,上海电力,2025-08-28,2025-08-29,1,200,14.79,15.17,76.0,0.0257,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,68,0.9406,0.0389,0.077,0.0263,valid,expand,neutral,rising,100.0,67.39905634843389,显著强于基准,124.482,0.0,defense_first,stand_aside,exit_on_invalidation,100,99,watch,reject,66,0.6819,0.381,0.1103,0.31,valid,neutral,gentle_expand,high_zone,94.01641262520127,62.96019336712202,显著强于基准,83.04,0.0,False,True,False,False,True,True,other
002241.SZ,歌尔股份,2025-09-01,2025-09-02,1,100,35.42,33.16,-226.0,-0.0638,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.053,0.9209,0.0798,0.8443,suspicious,neutral,neutral,rising,100.0,69.02653430810064,显著强于基准,-10.358,0.0,defense_first,stand_aside,exit_on_invalidation,99,90,watch,reject,73,0.8883,0.2026,0.2038,0.1973,invalid,neutral,neutral,rising,100.0,68.6314505368667,与基准大体同步,98.042,0.0,True,False,False,False,True,True,other
600160.SH,巨化股份,2025-09-01,2025-09-03,2,100,39.0,36.29,-271.0,-0.0695,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,55,0.0152,0.9239,0.0138,0.804,valid,neutral,gentle_expand,high_zone,100.0,69.12037012576836,显著强于基准,-1.72,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,98,watch,observe,58,0.6254,0.4195,0.1426,0.0464,suspicious,contract,neutral,rising,93.67300997392991,65.30261711899101,略强于基准,100.656,0.0,True,False,False,True,False,True,other
603993.SH,洛阳钼业,2025-09-03,2025-09-04,1,300,13.57,12.51,-318.0,-0.0781,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.0669,0.8769,0.0506,0.835,valid,neutral,neutral,rising,94.76584209204047,67.0667206906561,显著强于基准,-2.41,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,64,0.6073,0.1549,0.3669,0.1487,valid,expand,neutral,rising,93.22491919513492,67.62411447540994,显著强于基准,87.808,0.0,True,False,False,True,False,True,other
600021.SH,上海电力,2025-09-03,2025-09-04,1,200,18.93,18.81,-24.0,-0.0063,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,67,0.7338,0.28,0.0188,0.3326,valid,expand,gentle_expand,rising,100.0,72.68756723926755,显著强于基准,86.424,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.5673,0.3344,0.0172,0.8155,valid,expand,neutral,rising,100.0,66.82759307444954,显著强于基准,39.8,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
600673.SH,东阳光,2025-09-01,2025-09-05,4,100,24.39,24.94,55.0,0.0226,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,74,0.0593,0.1173,0.809,0.1468,suspicious,expand,gentle_expand,high_zone,100.0,72.55465189868059,显著强于基准,23.122,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,80,0.0828,0.5251,0.0949,0.7876,suspicious,expand,gentle_expand,rising,100.0,73.04457727532903,显著强于基准,-18.976,0.0,False,False,False,False,True,True,other
002558.SZ,巨人网络,2025-09-04,2025-09-05,1,100,35.14,38.17,303.0,0.0862,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,65,0.9662,0.1402,0.0636,0.0751,valid,neutral,neutral,rising,78.07324384511477,59.14959781035392,显著强于基准,127.114,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,68,0.544,0.3788,0.3826,0.2082,suspicious,neutral,gentle_expand,high_zone,93.44762546703029,69.71161504517066,显著强于基准,73.908,0.0,False,True,False,True,False,True,other
000564.SZ,供销大集,2025-09-05,2025-09-08,3,1500,2.69,2.63,-90.0,-0.0223,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,69,0.7888,0.1428,0.0341,0.1606,valid,neutral,neutral,rising,76.52936647131794,67.41237420318153,显著强于基准,100.244,0.0,defense_first,stand_aside,exit_on_invalidation,100,84,watch,reject,74,0.8575,0.0546,0.1364,0.2495,invalid,contract,neutral,rising,79.33630112417103,58.9711647542392,略强于基准,87.98,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
600143.SH,金发科技,2025-09-09,2025-09-10,1,200,18.34,17.54,-160.0,-0.0436,defense_first,stand_aside,exit_on_invalidation,100,90,watch,observe,66,0.9378,0.8451,0.0957,0.9021,suspicious,neutral,neutral,rising,71.74520899218336,54.430336399445736,显著强于基准,68.154,0.0,defense_first,stand_aside,exit_on_invalidation,91,80,watch,reject,70,0.7578,0.2254,0.156,0.7239,invalid,contract,neutral,rising,75.0772725369335,56.07777506710584,显著强于基准,47.296,0.0,True,False,False,False,True,True,other
002709.SZ,天赐材料,2025-09-09,2025-09-10,1,100,28.98,27.75,-123.0,-0.0424,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,72,0.8867,0.0696,0.0413,0.8445,suspicious,expand,impulsive_spike,rising,90.0,71.4468102863895,显著强于基准,66.0,0.0,defense_first,stand_aside,exit_on_invalidation,100,95,watch,reject,73,0.8509,0.0534,0.3589,0.6279,invalid,neutral,neutral,rising,100.0,68.72208238211368,显著强于基准,71.666,0.0,True,False,False,False,True,True,other
